network,autonomous_system_number,autonomous_system_organization
2a01:488:bc00::/38,20773,"Host Europe GmbH"
2a01:488:c000::/34,20773,"Host Europe GmbH"
2a01:490::/32,8251,"FreeTel, s.r.o."
2a01:498::/33,6848,"Telenet BV"
2a01:498:8000::/40,6848,"Telenet BV"
2a01:498:8100::/40,42018,"Telenet BV"
2a01:498:8200::/39,6848,"Telenet BV"
2a01:498:8400::/38,6848,"Telenet BV"
2a01:498:8800::/37,6848,"Telenet BV"
2a01:498:9000::/36,6848,"Telenet BV"
2a01:498:a000::/35,6848,"Telenet BV"
2a01:498:c000::/34,6848,"Telenet BV"
2a01:4a0::/46,201011,"Core-Backbone GmbH"
2a01:4a0:4::/48,201011,"Core-Backbone GmbH"
2a01:4a0:5::/48,62359,"3Q GmbH"
2a01:4a0:6::/47,201011,"Core-Backbone GmbH"
2a01:4a0:8::/45,201011,"Core-Backbone GmbH"
2a01:4a0:10::/44,201011,"Core-Backbone GmbH"
2a01:4a0:20::/43,201011,"Core-Backbone GmbH"
2a01:4a0:40::/42,201011,"Core-Backbone GmbH"
2a01:4a0:80::/41,201011,"Core-Backbone GmbH"
2a01:4a0:100::/40,201011,"Core-Backbone GmbH"
2a01:4a0:200::/39,201011,"Core-Backbone GmbH"
2a01:4a0:400::/38,201011,"Core-Backbone GmbH"
2a01:4a0:800::/37,201011,"Core-Backbone GmbH"
2a01:4a0:1000::/36,201011,"Core-Backbone GmbH"
2a01:4a0:2000::/47,51191,"Xirra GmbH"
2a01:4a0:2002::/48,51191,"Xirra GmbH"
2a01:4a0:2003::/48,201011,"Core-Backbone GmbH"
2a01:4a0:2004::/46,201011,"Core-Backbone GmbH"
2a01:4a0:2008::/45,201011,"Core-Backbone GmbH"
2a01:4a0:2010::/44,201011,"Core-Backbone GmbH"
2a01:4a0:2020::/43,201011,"Core-Backbone GmbH"
2a01:4a0:2040::/42,201011,"Core-Backbone GmbH"
2a01:4a0:2080::/41,201011,"Core-Backbone GmbH"
2a01:4a0:2100::/40,201011,"Core-Backbone GmbH"
2a01:4a0:2200::/39,201011,"Core-Backbone GmbH"
2a01:4a0:2400::/38,201011,"Core-Backbone GmbH"
2a01:4a0:2800::/37,201011,"Core-Backbone GmbH"
2a01:4a0:3000::/36,201011,"Core-Backbone GmbH"
2a01:4a0:4000::/34,201011,"Core-Backbone GmbH"
2a01:4a0:8000::/33,201011,"Core-Backbone GmbH"
2a01:4a1::/32,201011,"Core-Backbone GmbH"
2a01:4a2::/31,201011,"Core-Backbone GmbH"
2a01:4a4::/30,201011,"Core-Backbone GmbH"
2a01:4a8::/32,33873,"Arvato Systems GmbH"
2a01:4b0::/47,42310,"IE Domain Registry CLG"
2a01:4b0:2::/48,42310,"IE Domain Registry CLG"
2a01:4c8::/33,12576,"EE Limited"
2a01:4c8:8000::/34,12576,"EE Limited"
2a01:4c8:c000::/35,12576,"EE Limited"
2a01:4c8:e000::/36,12576,"EE Limited"
2a01:4c8:f000::/38,12576,"EE Limited"
2a01:4c8:f400::/48,12576,"EE Limited"
2a01:4c8:f401::/48,2856,"British Telecommunications PLC"
2a01:4c8:f402::/47,12576,"EE Limited"
2a01:4c8:f404::/46,12576,"EE Limited"
2a01:4c8:f408::/45,12576,"EE Limited"
2a01:4c8:f410::/44,12576,"EE Limited"
2a01:4c8:f420::/43,12576,"EE Limited"
2a01:4c8:f440::/42,12576,"EE Limited"
2a01:4c8:f480::/41,12576,"EE Limited"
2a01:4c8:f500::/40,12576,"EE Limited"
2a01:4c8:f600::/39,12576,"EE Limited"
2a01:4c8:f800::/37,12576,"EE Limited"
2a01:4c9::/32,12576,"EE Limited"
2a01:4ca::/31,12576,"EE Limited"
2a01:4cc::/30,12576,"EE Limited"
2a01:4d0::/32,31400,"firstcolo GmbH"
2a01:4d8::/32,39122,"Blacknight Internet Solutions Limited"
2a01:4e0::/29,24651,"Jsc Balticom"
2a01:4e8::/32,44314,"ITsynergy Limited"
2a01:4f0::/32,28717,"GlobalConnect A/S"
2a01:4f8::/33,24940,"Hetzner Online GmbH"
2a01:4f8:8000::/34,24940,"Hetzner Online GmbH"
2a01:4f8:c000::/44,24940,"Hetzner Online GmbH"
2a01:4f8:c010::/47,24940,"Hetzner Online GmbH"
2a01:4f8:c012::/48,24940,"Hetzner Online GmbH"
2a01:4f8:c013::/50,24940,"Hetzner Online GmbH"
2a01:4f8:c013:4000::/52,24940,"Hetzner Online GmbH"
2a01:4f8:c013:5000::/53,24940,"Hetzner Online GmbH"
2a01:4f8:c013:5800::/54,24940,"Hetzner Online GmbH"
2a01:4f8:c013:5c00::/56,24940,"Hetzner Online GmbH"
2a01:4f8:c013:5d00::/60,24940,"Hetzner Online GmbH"
2a01:4f8:c013:5d10::/62,24940,"Hetzner Online GmbH"
2a01:4f8:c013:5d14::/63,24940,"Hetzner Online GmbH"
2a01:4f8:c013:5d17::/64,24940,"Hetzner Online GmbH"
2a01:4f8:c013:5d18::/61,24940,"Hetzner Online GmbH"
2a01:4f8:c013:5d20::/59,24940,"Hetzner Online GmbH"
2a01:4f8:c013:5d40::/58,24940,"Hetzner Online GmbH"
2a01:4f8:c013:5d80::/57,24940,"Hetzner Online GmbH"
2a01:4f8:c013:5e00::/55,24940,"Hetzner Online GmbH"
2a01:4f8:c013:6000::/51,24940,"Hetzner Online GmbH"
2a01:4f8:c013:8000::/49,24940,"Hetzner Online GmbH"
2a01:4f8:c014::/46,24940,"Hetzner Online GmbH"
2a01:4f8:c018::/45,24940,"Hetzner Online GmbH"
2a01:4f8:c020::/43,24940,"Hetzner Online GmbH"
2a01:4f8:c040::/42,24940,"Hetzner Online GmbH"
2a01:4f8:c080::/41,24940,"Hetzner Online GmbH"
2a01:4f8:c100::/40,24940,"Hetzner Online GmbH"
2a01:4f8:c200::/39,24940,"Hetzner Online GmbH"
2a01:4f8:c400::/38,24940,"Hetzner Online GmbH"
2a01:4f8:c800::/37,24940,"Hetzner Online GmbH"
2a01:4f8:d000::/36,24940,"Hetzner Online GmbH"
2a01:4f8:e000::/35,24940,"Hetzner Online GmbH"
2a01:4f9::/32,24940,"Hetzner Online GmbH"
2a01:4ff::/40,213230,"Hetzner Online GmbH"
2a01:4ff:100::/40,212317,"Hetzner Online GmbH"
2a01:4ff:200::/40,215859,"Hetzner Online GmbH"
2a01:500::/32,39537,"SysGroup plc"
2a01:510::/32,43708,"DATAMAT CZ s.r.o."
2a01:518::/32,25151,"Cyso Group B.V."
2a01:520::/29,2116,"Globalconnect As"
2a01:528::/32,6775,"Fink Telecom Services GmbH"
2a01:538::/32,8518,"Rfe/rl, Inc."
2a01:540::/32,12389,Rostelecom
2a01:548::/32,9113,"VLANT LLC"
2a01:550::/32,42579,"Comtec Enterprises Ltd"
2a01:558::/32,15516,"DKTV A/S"
2a01:560::/29,34087,"Nte Telekom As"
2a01:568::/32,43950,"Spilsby Internet Solutions"
2a01:570::/32,33941,"GConnect Technology Ltd"
2a01:578::/32,16509,AMAZON-02
2a01:580::/30,9136,"Wobcom GmbH"
2a01:584::/31,9136,"Wobcom GmbH"
2a01:586::/33,9136,"Wobcom GmbH"
2a01:586:8000::/35,9136,"Wobcom GmbH"
2a01:586:a000::/40,9136,"Wobcom GmbH"
2a01:586:a100::/41,9136,"Wobcom GmbH"
2a01:586:a180::/44,9136,"Wobcom GmbH"
2a01:586:a190::/45,9136,"Wobcom GmbH"
2a01:586:a198::/47,9136,"Wobcom GmbH"
2a01:586:a19a::/64,9136,"Wobcom GmbH"
2a01:586:a19a:2::/63,9136,"Wobcom GmbH"
2a01:586:a19a:4::/62,9136,"Wobcom GmbH"
2a01:586:a19a:8::/61,9136,"Wobcom GmbH"
2a01:586:a19a:10::/60,9136,"Wobcom GmbH"
2a01:586:a19a:20::/59,9136,"Wobcom GmbH"
2a01:586:a19a:40::/58,9136,"Wobcom GmbH"
2a01:586:a19a:80::/57,9136,"Wobcom GmbH"
2a01:586:a19a:100::/56,9136,"Wobcom GmbH"
2a01:586:a19a:200::/55,9136,"Wobcom GmbH"
2a01:586:a19a:400::/54,9136,"Wobcom GmbH"
2a01:586:a19a:800::/53,9136,"Wobcom GmbH"
2a01:586:a19a:1000::/52,9136,"Wobcom GmbH"
2a01:586:a19a:2000::/51,9136,"Wobcom GmbH"
2a01:586:a19a:4000::/50,9136,"Wobcom GmbH"
2a01:586:a19a:8000::/49,9136,"Wobcom GmbH"
2a01:586:a19b::/48,9136,"Wobcom GmbH"
2a01:586:a19c::/46,9136,"Wobcom GmbH"
2a01:586:a1a0::/43,9136,"Wobcom GmbH"
2a01:586:a1c0::/42,9136,"Wobcom GmbH"
2a01:586:a200::/39,9136,"Wobcom GmbH"
2a01:586:a400::/38,9136,"Wobcom GmbH"
2a01:586:a800::/37,9136,"Wobcom GmbH"
2a01:586:b000::/36,9136,"Wobcom GmbH"
2a01:586:c000::/34,9136,"Wobcom GmbH"
2a01:587::/32,9136,"Wobcom GmbH"
2a01:590::/32,8492,"OBIT Ltd."
2a01:598::/32,3320,"Deutsche Telekom AG"
2a01:599::/40,3320,"Deutsche Telekom AG"
2a01:599:100::/42,3320,"Deutsche Telekom AG"
2a01:599:140::/45,3320,"Deutsche Telekom AG"
2a01:599:148::/51,3320,"Deutsche Telekom AG"
2a01:599:148:2000::/53,3320,"Deutsche Telekom AG"
2a01:599:148:2800::/54,3320,"Deutsche Telekom AG"
2a01:599:148:2c00::/55,3320,"Deutsche Telekom AG"
2a01:599:148:2e00::/57,3320,"Deutsche Telekom AG"
2a01:599:148:2e80::/58,3320,"Deutsche Telekom AG"
2a01:599:148:2ec0::/64,3320,"Deutsche Telekom AG"
2a01:599:148:2ec2::/63,3320,"Deutsche Telekom AG"
2a01:599:148:2ec4::/62,3320,"Deutsche Telekom AG"
2a01:599:148:2ec8::/61,3320,"Deutsche Telekom AG"
2a01:599:148:2ed0::/60,3320,"Deutsche Telekom AG"
2a01:599:148:2ee0::/59,3320,"Deutsche Telekom AG"
2a01:599:148:2f00::/56,3320,"Deutsche Telekom AG"
